userName,score,at,content,text_clean,text_Stopword,text_tokens,text_tokens_stemmed,Label,Label NB,Label SVM,Label SVM Average
Pengguna Google,5,2025-02-04 11:59:08,Good,good,good,['good'],good,positif,positif,positif,positif
Pengguna Google,5,2025-02-04 10:22:45,Aplikasi terbaik 👍🎉,aplikasi terbaik ,aplikasi terbaik,"['aplikasi', 'terbaik']",aplikasi baik,positif,negatif,positif,positif
Pengguna Google,5,2025-02-04 09:01:00,"Udh ga worth it, skrg jamannya ordal ama bayar calo [Maybe]...bkn salah apknya, trgntung perekonomian negara jg dll. ,3-4 thn belakangan msih sering dipanggil interview setidaknya walau msh blm diterima,seminggu bisa 4-5 interview. skrg udh ga sama sekali, di review juga engga, tapi makasih, dlu bnyk ketrima kerja dari apk ini juga, paling terpercaya jobnya",udh ga worth it skrg jamannya ordal ama bayar calo maybebkn salah apknya trgntung perekonomian negara jg dll 34 thn belakangan msih sering dipanggil interview setidaknya walau msh blm diterimaseminggu bisa 45 interview skrg udh ga sama sekali di review juga engga tapi makasih dlu bnyk ketrima kerja dari apk ini juga paling terpercaya jobnya,udh ga worth it skrg jamannya ordal ama bayar calo maybebkn salah apknya trgntung perekonomian negara jg dll 34 thn msih dipanggil interview msh blm diterimaseminggu 45 interview skrg udh ga review engga makasih dlu bnyk ketrima kerja apk terpercaya jobnya,"['udh', 'ga', 'worth', 'it', 'skrg', 'jamannya', 'ordal', 'ama', 'bayar', 'calo', 'maybebkn', 'salah', 'apknya', 'trgntung', 'perekonomian', 'negara', 'jg', 'dll', '34', 'thn', 'msih', 'dipanggil', 'interview', 'msh', 'blm', 'diterimaseminggu', '45', 'interview', 'skrg', 'udh', 'ga', 'review', 'engga', 'makasih', 'dlu', 'bnyk', 'ketrima', 'kerja', 'apk', 'terpercaya', 'jobnya']",udh ga worth it skrg jaman ordal ama bayar calo maybebkn salah apknya trgntung ekonomi negara jg dll 34 thn msih panggil interview msh blm diterimaseminggu 45 interview skrg udh ga review engga makasih dlu bnyk ketrima kerja apk percaya jobnya,positif,negatif,positif,negatif
Pengguna Google,5,2025-02-04 07:23:27,Terima kasih untuk info loker perkerjaan,terima kasih untuk info loker perkerjaan,terima kasih info loker perkerjaan,"['terima', 'kasih', 'info', 'loker', 'perkerjaan']",terima kasih info loker kerja,positif,positif,positif,positif
Pengguna Google,5,2025-02-04 07:03:54,Bagus banget. Tapi gk di penerjemah kan,bagus banget tapi gk di penerjemah kan,bagus banget gk penerjemah,"['bagus', 'banget', 'gk', 'penerjemah']",bagus banget gk terjemah,positif,negatif,positif,negatif
Pengguna Google,1,2025-02-03 21:13:45,"susah untuk login, aplikasi nya jelek. buffering. 10 kali masukin kode verifikasi tetap gak bisa",susah untuk login aplikasi nya jelek buffering 10 kali masukin kode verifikasi tetap gak bisa,susah login aplikasi nya jelek buffering 10 kali masukin kode verifikasi gak,"['susah', 'login', 'aplikasi', 'nya', 'jelek', 'buffering', '10', 'kali', 'masukin', 'kode', 'verifikasi', 'gak']",susah login aplikasi nya jelek buffering 10 kali masukin kode verifikasi gak,negatif,negatif,negatif,negatif
Pengguna Google,4,2025-02-03 15:00:59,"Ada gak seseorang yang melamar pekerjaan melalui jobstreet ini, lalu berhasil di panggil kerja?",ada gak seseorang yang melamar pekerjaan melalui jobstreet ini lalu berhasil di panggil kerja,gak melamar pekerjaan jobstreet berhasil panggil kerja,"['gak', 'melamar', 'pekerjaan', 'jobstreet', 'berhasil', 'panggil', 'kerja']",gak lamar kerja jobstreet hasil panggil kerja,positif,negatif,positif,negatif
Pengguna Google,5,2025-02-03 06:43:22,Persaingan di perusahaan yang saya apply sangat ketat sekali jarang banget dapet panggilan dari pihak perusahaan,persaingan di perusahaan yang saya apply sangat ketat sekali jarang banget dapet panggilan dari pihak perusahaan,persaingan perusahaan apply ketat jarang banget dapet panggilan perusahaan,"['persaingan', 'perusahaan', 'apply', 'ketat', 'jarang', 'banget', 'dapet', 'panggilan', 'perusahaan']",saing usaha apply ketat jarang banget dapet panggil usaha,positif,negatif,positif,negatif
Pengguna Google,2,2025-02-02 22:08:26,"Bintang 2 dlu, gatau kenapa ini aplikasinya eror apa gimana ya? Udah di update tetep ga bisa masuk, terus di hapus dan di download ulang ga bisa masuk???",bintang 2 dlu gatau kenapa ini aplikasinya eror apa gimana ya udah di update tetep ga bisa masuk terus di hapus dan di download ulang ga bisa masuk,bintang 2 dlu gatau aplikasinya eror gimana ya udah update tetep ga masuk hapus download ulang ga masuk,"['bintang', '2', 'dlu', 'gatau', 'aplikasinya', 'eror', 'gimana', 'ya', 'udah', 'update', 'tetep', 'ga', 'masuk', 'hapus', 'download', 'ulang', 'ga', 'masuk']",bintang 2 dlu gatau aplikasi eror gimana ya udah update tetep ga masuk hapus download ulang ga masuk,negatif,negatif,negatif,negatif
Pengguna Google,5,2025-02-02 12:02:50,"Kenapa tiba"" saya tidak bisa akses akun saya ini Tidak bisa log in Tolong di bantu",kenapa tiba saya tidak bisa akses akun saya ini tidak bisa log in tolong di bantu,akses akun log in tolong bantu,"['akses', 'akun', 'log', 'in', 'tolong', 'bantu']",akses akun log in tolong bantu,positif,negatif,negatif,negatif
Pengguna Google,1,2025-02-02 09:46:26,"Cuma apply doang, di review mah kaga",cuma apply doang di review mah kaga,apply doang review mah kaga,"['apply', 'doang', 'review', 'mah', 'kaga']",apply doang review mah kaga,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-02-02 09:26:03,Gak tau kenapa gak bisa masuk. Padahal udah bener otpnya,gak tau kenapa gak bisa masuk padahal udah bener otpnya,gak tau gak masuk udah bener otpnya,"['gak', 'tau', 'gak', 'masuk', 'udah', 'bener', 'otpnya']",gak tau gak masuk udah bener otpnya,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-02-01 18:19:14,"Gaguna banyak error nya, setiap mau bikin akun atau login ke akun kayak sampah",gaguna banyak error nya setiap mau bikin akun atau login ke akun kayak sampah,gaguna error nya bikin akun login akun kayak sampah,"['gaguna', 'error', 'nya', 'bikin', 'akun', 'login', 'akun', 'kayak', 'sampah']",gaguna error nya bikin akun login akun kayak sampah,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-02-01 08:51:47,"Akun saya muter muter buat login..... Padahal jaringan sama hp nggak bermasalah. Saya minta tolong buat perbaikannya, soalny lebih dari 3 bulan saya ga bisa login",akun saya muter muter buat login padahal jaringan sama hp nggak bermasalah saya minta tolong buat perbaikannya soalny lebih dari 3 bulan saya ga bisa login,akun muter muter login jaringan hp nggak bermasalah tolong perbaikannya soalny 3 ga login,"['akun', 'muter', 'muter', 'login', 'jaringan', 'hp', 'nggak', 'bermasalah', 'tolong', 'perbaikannya', 'soalny', '3', 'ga', 'login']",akun muter muter login jaring hp nggak masalah tolong baik soalny 3 ga login,negatif,negatif,negatif,negatif
Pengguna Google,2,2025-01-31 20:45:35,"Kenapa sekarang nggak bisa sign in lagi, tolong diperbaiki lagi",kenapa sekarang nggak bisa sign in lagi tolong diperbaiki lagi,nggak sign in tolong diperbaiki,"['nggak', 'sign', 'in', 'tolong', 'diperbaiki']",nggak sign in tolong baik,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-01-30 19:06:31,ANEH APLIKASI TIDAK BISA LOGIN. PADAHAL SUDAH PUNYA AKUN,aneh aplikasi tidak bisa login padahal sudah punya akun,aneh aplikasi login akun,"['aneh', 'aplikasi', 'login', 'akun']",aneh aplikasi login akun,negatif,negatif,negatif,negatif
Pengguna Google,5,2025-01-30 17:53:42,"Tolong diperbaiki lagi karena nulis pengalaman kalo Wiraswasta, tidak bisa ditulis nama perusahaan pribadi, dan di bagian lisensi kalo nulis Mini Bootcamp tidak ada, selain itu tidak bisa upload bukti Sertifikat di bagian Lisensi, tolong diperbaiki lagi supaya bisa pilih lebih dari satu bidang yang diinginkan.",tolong diperbaiki lagi karena nulis pengalaman kalo wiraswasta tidak bisa ditulis nama perusahaan pribadi dan di bagian lisensi kalo nulis mini bootcamp tidak ada selain itu tidak bisa upload bukti sertifikat di bagian lisensi tolong diperbaiki lagi supaya bisa pilih lebih dari satu bidang yang diinginkan,tolong diperbaiki nulis pengalaman kalo wiraswasta ditulis nama perusahaan pribadi lisensi kalo nulis mini bootcamp upload bukti sertifikat lisensi tolong diperbaiki pilih bidang,"['tolong', 'diperbaiki', 'nulis', 'pengalaman', 'kalo', 'wiraswasta', 'ditulis', 'nama', 'perusahaan', 'pribadi', 'lisensi', 'kalo', 'nulis', 'mini', 'bootcamp', 'upload', 'bukti', 'sertifikat', 'lisensi', 'tolong', 'diperbaiki', 'pilih', 'bidang']",tolong baik nulis alam kalo wiraswasta tulis nama usaha pribadi lisensi kalo nulis mini bootcamp upload bukti sertifikat lisensi tolong baik pilih bidang,positif,positif,positif,negatif
Pengguna Google,4,2025-01-30 14:32:08,Ga bisa daftar loading nya lama kenapa ya,ga bisa daftar loading nya lama kenapa ya,ga daftar loading nya ya,"['ga', 'daftar', 'loading', 'nya', 'ya']",ga daftar loading nya ya,positif,negatif,negatif,negatif
Pengguna Google,1,2025-01-29 17:35:01,Saya mau melamar pekerjaan langsung tolak di aplikasi Jobstreet dan perusahaan tdk panggil saya lewat Nomor WA saya melalui Aplikasi JobStreet.,saya mau melamar pekerjaan langsung tolak di aplikasi jobstreet dan perusahaan tdk panggil saya lewat nomor wa saya melalui aplikasi jobstreet,melamar pekerjaan langsung tolak aplikasi jobstreet perusahaan tdk panggil nomor wa aplikasi jobstreet,"['melamar', 'pekerjaan', 'langsung', 'tolak', 'aplikasi', 'jobstreet', 'perusahaan', 'tdk', 'panggil', 'nomor', 'wa', 'aplikasi', 'jobstreet']",lamar kerja langsung tolak aplikasi jobstreet usaha tdk panggil nomor wa aplikasi jobstreet,negatif,negatif,negatif,negatif
Pengguna Google,4,2025-01-29 12:48:22,Gajelas bgt masa ke logout sndri trs gabisa login lagi aneh,gajelas bgt masa ke logout sndri trs gabisa login lagi aneh,gajelas bgt logout sndri trs gabisa login aneh,"['gajelas', 'bgt', 'logout', 'sndri', 'trs', 'gabisa', 'login', 'aneh']",gajelas bgt logout sndri trs gabisa login aneh,positif,negatif,negatif,negatif
Pengguna Google,1,2025-01-28 19:53:53,"Saran saya hapus saja aplikasi kalian kalo login aja gagal terus, tidak berguna soalnya",saran saya hapus saja aplikasi kalian kalo login aja gagal terus tidak berguna soalnya,saran hapus aplikasi kalo login aja gagal berguna,"['saran', 'hapus', 'aplikasi', 'kalo', 'login', 'aja', 'gagal', 'berguna']",saran hapus aplikasi kalo login aja gagal guna,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-01-28 14:03:25,Susah di gunakan muter aja kerjanya kayak gk niat apk ini,susah di gunakan muter aja kerjanya kayak gk niat apk ini,susah muter aja kerjanya kayak gk niat apk,"['susah', 'muter', 'aja', 'kerjanya', 'kayak', 'gk', 'niat', 'apk']",susah muter aja kerja kayak gk niat apk,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-01-28 10:19:37,"Gabisa masuk terus, alasannya jaringan internet, pdhal sinyal nya poll",gabisa masuk terus alasannya jaringan internet pdhal sinyal nya poll,gabisa masuk alasannya jaringan internet pdhal sinyal nya poll,"['gabisa', 'masuk', 'alasannya', 'jaringan', 'internet', 'pdhal', 'sinyal', 'nya', 'poll']",gabisa masuk alas jaring internet pdhal sinyal nya poll,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-01-28 09:22:09,parah aplikasi gabisa digunakan setiap mau log in skrng otomatis ke web mana lama banget ga satset kaya dulu. tolong kembalikan aplikasinya seperti dulu untuk memudahkan kita para pencari kerja. mksh,parah aplikasi gabisa digunakan setiap mau log in skrng otomatis ke web mana lama banget ga satset kaya dulu tolong kembalikan aplikasinya seperti dulu untuk memudahkan kita para pencari kerja mksh,parah aplikasi gabisa log in skrng otomatis web banget ga satset kaya tolong kembalikan aplikasinya memudahkan pencari kerja mksh,"['parah', 'aplikasi', 'gabisa', 'log', 'in', 'skrng', 'otomatis', 'web', 'banget', 'ga', 'satset', 'kaya', 'tolong', 'kembalikan', 'aplikasinya', 'memudahkan', 'pencari', 'kerja', 'mksh']",parah aplikasi gabisa log in skrng otomatis web banget ga satset kaya tolong kembali aplikasi mudah cari kerja mksh,negatif,negatif,negatif,negatif
Pengguna Google,5,2025-01-28 06:22:59,Lengkap dan Terpercaya,lengkap dan terpercaya,lengkap terpercaya,"['lengkap', 'terpercaya']",lengkap percaya,positif,positif,positif,positif
Pengguna Google,5,2025-01-27 23:06:30,Good,good,good,['good'],good,positif,positif,positif,positif
Pengguna Google,5,2025-01-26 13:21:31,Baik dan mudah,baik dan mudah,mudah,['mudah'],mudah,positif,positif,positif,positif
Pengguna Google,5,2025-01-25 16:32:15,jobsreet lebih di percaya,jobsreet lebih di percaya,jobsreet percaya,"['jobsreet', 'percaya']",jobsreet percaya,positif,positif,positif,positif
Pengguna Google,4,2025-01-24 14:16:17,"Udah beberapa bulan ini tidak bisa masuk hanya muter muter saja, padahal udah di perbaharui. Setelah beberapa bulan baru bisa masuk, padahal ndak di apa2 in...saya revisi rating ulasannya ya...",udah beberapa bulan ini tidak bisa masuk hanya muter muter saja padahal udah di perbaharui setelah beberapa bulan baru bisa masuk padahal ndak di apa2 insaya revisi rating ulasannya ya,udah masuk muter muter udah perbaharui masuk ndak apa2 insaya revisi rating ulasannya ya,"['udah', 'masuk', 'muter', 'muter', 'udah', 'perbaharui', 'masuk', 'ndak', 'apa2', 'insaya', 'revisi', 'rating', 'ulasannya', 'ya']",udah masuk muter muter udah baharu masuk ndak apa2 insaya revisi rating ulas ya,positif,negatif,negatif,negatif
Pengguna Google,5,2025-01-24 11:32:09,sangat membantu,sangat membantu,membantu,['membantu'],bantu,positif,positif,positif,positif
Pengguna Google,1,2025-01-24 09:51:54,Apk apaan sih masuk tidak bisa Daftar tidak bisa juga 👎,apk apaan sih masuk tidak bisa daftar tidak bisa juga ,apk sih masuk daftar,"['apk', 'sih', 'masuk', 'daftar']",apk sih masuk daftar,negatif,negatif,negatif,negatif
Pengguna Google,5,2025-01-24 03:45:41,Sangat membantu buat cari info loker,sangat membantu buat cari info loker,membantu cari info loker,"['membantu', 'cari', 'info', 'loker']",bantu cari info loker,positif,positif,positif,positif
Pengguna Google,1,2025-01-23 21:39:26,Ngeri banyak job yg abal2 ;((,ngeri banyak job yg abal2 ,ngeri job yg abal2,"['ngeri', 'job', 'yg', 'abal2']",ngeri job yg abal2,negatif,negatif,negatif,positif
Pengguna Google,1,2025-01-23 20:37:22,"Kasih bintang 1 dulu, soal nya gak bisa masuk apk jadi kelewat deh lowongan pekerjaan yang di impikan",kasih bintang 1 dulu soal nya gak bisa masuk apk jadi kelewat deh lowongan pekerjaan yang di impikan,kasih bintang 1 nya gak masuk apk kelewat deh lowongan pekerjaan impikan,"['kasih', 'bintang', '1', 'nya', 'gak', 'masuk', 'apk', 'kelewat', 'deh', 'lowongan', 'pekerjaan', 'impikan']",kasih bintang 1 nya gak masuk apk lewat deh lowong kerja impi,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-01-23 13:17:09,Mengecewakan,mengecewakan,mengecewakan,['mengecewakan'],kecewa,negatif,negatif,negatif,negatif
Pengguna Google,5,2025-01-23 10:13:11,Sangat membantu kami dan perusahaan terhadap kriteria calon staff dan eprusahaan yang dituju,sangat membantu kami dan perusahaan terhadap kriteria calon staff dan eprusahaan yang dituju,membantu perusahaan kriteria calon staff eprusahaan dituju,"['membantu', 'perusahaan', 'kriteria', 'calon', 'staff', 'eprusahaan', 'dituju']",bantu usaha kriteria calon staff eprusahaan tuju,positif,positif,positif,positif
Pengguna Google,5,2025-01-22 14:37:27,Ok,ok,ok,['ok'],ok,positif,positif,positif,positif
Pengguna Google,5,2025-01-22 11:00:33,Good,good,good,['good'],good,positif,positif,positif,positif
Pengguna Google,5,2025-01-22 07:45:29,alhamdulillah,alhamdulillah,alhamdulillah,['alhamdulillah'],alhamdulillah,positif,positif,positif,positif
Pengguna Google,1,2025-01-21 17:37:07,saya sudah upgrade google chrome masih saja ndak bisa masuk berkali2..???,saya sudah upgrade google chrome masih saja ndak bisa masuk berkali2,upgrade google chrome ndak masuk berkali2,"['upgrade', 'google', 'chrome', 'ndak', 'masuk', 'berkali2']",upgrade google chrome ndak masuk berkali2,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-01-21 17:05:28,"Kenapa si jobstreet sekarang malah nyulitin?? Aplikasi ga danta bangat masa tampilannya sekarang begini. Mau nglamar kerja aja kudu login lagi, keluar aplikasi kudu login lagi. Bikin susah doang",kenapa si jobstreet sekarang malah nyulitin aplikasi ga danta bangat masa tampilannya sekarang begini mau nglamar kerja aja kudu login lagi keluar aplikasi kudu login lagi bikin susah doang,si jobstreet nyulitin aplikasi ga danta bangat tampilannya nglamar kerja aja kudu login aplikasi kudu login bikin susah doang,"['si', 'jobstreet', 'nyulitin', 'aplikasi', 'ga', 'danta', 'bangat', 'tampilannya', 'nglamar', 'kerja', 'aja', 'kudu', 'login', 'aplikasi', 'kudu', 'login', 'bikin', 'susah', 'doang']",si jobstreet nyulitin aplikasi ga danta bangat tampil nglamar kerja aja kudu login aplikasi kudu login bikin susah doang,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-01-21 14:17:15,"Jobstreet tolong diperbaiki lagi, banyak penyalahgunaan iming menghubungi tawaran loker kerja, setelah dicek nomor yg merekrut admin judi slot",jobstreet tolong diperbaiki lagi banyak penyalahgunaan iming menghubungi tawaran loker kerja setelah dicek nomor yg merekrut admin judi slot,jobstreet tolong diperbaiki penyalahgunaan iming menghubungi tawaran loker kerja dicek nomor yg merekrut admin judi slot,"['jobstreet', 'tolong', 'diperbaiki', 'penyalahgunaan', 'iming', 'menghubungi', 'tawaran', 'loker', 'kerja', 'dicek', 'nomor', 'yg', 'merekrut', 'admin', 'judi', 'slot']",jobstreet tolong baik penyalahgunaan iming hubung tawar loker kerja cek nomor yg rekrut admin judi slot,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-01-21 10:20:12,aplikasi lelet login tidak bisa masuk masuk,aplikasi lelet login tidak bisa masuk masuk,aplikasi lelet login masuk masuk,"['aplikasi', 'lelet', 'login', 'masuk', 'masuk']",aplikasi lelet login masuk masuk,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-01-20 20:41:45,Gak bisa login2 padahal sudah isi kode Verifikasi. Eek lah nih aplikasi,gak bisa login2 padahal sudah isi kode verifikasi eek lah nih aplikasi,gak login2 isi kode verifikasi eek nih aplikasi,"['gak', 'login2', 'isi', 'kode', 'verifikasi', 'eek', 'nih', 'aplikasi']",gak login2 isi kode verifikasi eek nih aplikasi,negatif,negatif,negatif,negatif
Pengguna Google,5,2025-01-20 17:15:04,Aplikasi untuk jobseeker mudah untuk mencari pekerjaan dan aman terpercaya.,aplikasi untuk jobseeker mudah untuk mencari pekerjaan dan aman terpercaya,aplikasi jobseeker mudah mencari pekerjaan aman terpercaya,"['aplikasi', 'jobseeker', 'mudah', 'mencari', 'pekerjaan', 'aman', 'terpercaya']",aplikasi jobseeker mudah cari kerja aman percaya,positif,positif,positif,positif
Pengguna Google,2,2025-01-20 15:15:41,Kenapa jobstreet sekarang gak bisa login2 ya??,kenapa jobstreet sekarang gak bisa login2 ya,jobstreet gak login2 ya,"['jobstreet', 'gak', 'login2', 'ya']",jobstreet gak login2 ya,negatif,negatif,negatif,negatif
Pengguna Google,5,2025-01-20 14:17:32,"Alhamdulillah, berkat aplikasi jobstreet, awal saya keterima kerja dan meniti karir, walaupun 10% dri bidang. tpi masih sesuai dng jurusan, dan sekarang sdh permanent disalah satu perusahaan, terbesar. 🙏😊",alhamdulillah berkat aplikasi jobstreet awal saya keterima kerja dan meniti karir walaupun 10 dri bidang tpi masih sesuai dng jurusan dan sekarang sdh permanent disalah satu perusahaan terbesar ,alhamdulillah berkat aplikasi jobstreet keterima kerja meniti karir 10 dri bidang tpi sesuai dng jurusan sdh permanent disalah perusahaan terbesar,"['alhamdulillah', 'berkat', 'aplikasi', 'jobstreet', 'keterima', 'kerja', 'meniti', 'karir', '10', 'dri', 'bidang', 'tpi', 'sesuai', 'dng', 'jurusan', 'sdh', 'permanent', 'disalah', 'perusahaan', 'terbesar']",alhamdulillah berkat aplikasi jobstreet terima kerja titi karir 10 dri bidang tpi sesuai dng jurus sdh permanent salah usaha besar,positif,positif,positif,positif
Pengguna Google,5,2025-01-20 11:47:18,Bagus sekali,bagus sekali,bagus,['bagus'],bagus,positif,positif,positif,positif
Pengguna Google,4,2025-01-20 09:04:29,Sering trouble ... Dibuka bermasalah... Semoga kedepannya lancar terus,sering trouble  dibuka bermasalah semoga kedepannya lancar terus,trouble dibuka bermasalah semoga kedepannya lancar,"['trouble', 'dibuka', 'bermasalah', 'semoga', 'kedepannya', 'lancar']",trouble buka masalah moga depan lancar,positif,positif,positif,positif
Pengguna Google,1,2025-01-20 08:19:53,"Jobstreet Ini bahaya bener cok, banyak perusahaan bodong. mana nyepam lagi, kalian hati² ya. Buat developernya, tolong diseleksi lagi perusahaan goib dan yang bener. Min, saya gtau ini perusahaan mana soalnya, tapi dia tau nomer HP saya dari jobstreet, dan alhasil jatohnya nyepam.",jobstreet ini bahaya bener cok banyak perusahaan bodong mana nyepam lagi kalian hati ya buat developernya tolong diseleksi lagi perusahaan goib dan yang bener min saya gtau ini perusahaan mana soalnya tapi dia tau nomer hp saya dari jobstreet dan alhasil jatohnya nyepam,jobstreet bahaya bener cok perusahaan bodong nyepam hati ya developernya tolong diseleksi perusahaan goib bener min gtau perusahaan tau nomer hp jobstreet alhasil jatohnya nyepam,"['jobstreet', 'bahaya', 'bener', 'cok', 'perusahaan', 'bodong', 'nyepam', 'hati', 'ya', 'developernya', 'tolong', 'diseleksi', 'perusahaan', 'goib', 'bener', 'min', 'gtau', 'perusahaan', 'tau', 'nomer', 'hp', 'jobstreet', 'alhasil', 'jatohnya', 'nyepam']",jobstreet bahaya bener cok usaha bodong nyepam hati ya developer tolong seleksi usaha goib bener min gtau usaha tau nomer hp jobstreet alhasil jatohnya nyepam,negatif,negatif,negatif,negatif
Pengguna Google,4,2025-01-19 18:52:51,Lebih bagus nya lagi kalo bisa chat langsung admin nya seperti olx,lebih bagus nya lagi kalo bisa chat langsung admin nya seperti olx,bagus nya kalo chat langsung admin nya olx,"['bagus', 'nya', 'kalo', 'chat', 'langsung', 'admin', 'nya', 'olx']",bagus nya kalo chat langsung admin nya olx,positif,negatif,positif,positif
Pengguna Google,5,2025-01-19 00:25:56,Alhamdulillah,alhamdulillah,alhamdulillah,['alhamdulillah'],alhamdulillah,positif,positif,positif,positif
Pengguna Google,1,2025-01-18 22:49:34,Kenapa sekarang susah banget buat login?!!,kenapa sekarang susah banget buat login,susah banget login,"['susah', 'banget', 'login']",susah banget login,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-01-18 20:55:13,Udh update Google chrome Tp ttp gak bisa masuk. Kok makin begini yaa,udh update google chrome tp ttp gak bisa masuk kok makin begini yaa,udh update google chrome tp ttp gak masuk yaa,"['udh', 'update', 'google', 'chrome', 'tp', 'ttp', 'gak', 'masuk', 'yaa']",udh update google chrome tp ttp gak masuk yaa,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-01-18 13:19:19,Susah login terlebih lagi loading lemot,susah login terlebih lagi loading lemot,susah login loading lemot,"['susah', 'login', 'loading', 'lemot']",susah login loading lot,negatif,negatif,negatif,negatif
Pengguna Google,1,2025-01-18 10:27:18,Banyak loker gaje,banyak loker gaje,loker gaje,"['loker', 'gaje']",loker gaje,negatif,negatif,negatif,negatif
